Taxon,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,biovolume_size_class,normalized_biovolume_mean,normalized_biovolume_std,equivalent_circular_diameter_mean,normalized_abundance_mean,normalized_abundance_std,QC_3std_dev,QC_min_n_size_bins,QC_R2
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-34.5,2.0,201.0,1,1596484088.142202,0.0361207357527749,,1450.068963877236,0.0029759332458399,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-34.5,2.0,201.0,1,3198238305.1719217,0.0185938134263019,,1827.9770239256288,0.0013867656160259,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-34.5,2.0,201.0,1,6368819972.300732,0.0079107281738829,,2299.7825984209894,0.0005922914135758,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-34.5,2.0,201.0,1,12713151508.920866,0.0042078231680426,,2895.6864471140507,0.0003195356017169,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-34.5,2.0,201.0,1,25468270205.310867,0.0013772823561211,,3650.3424496887937,8.4334090888658e-05,,0,0,0
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-34.5,2.0,201.0,1,790284465.9346219,0.0615648003807181,,1147.0832576583095,0.0063036447642935,,0,1,1
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-34.5,2.0,201.0,1,1596484088.142202,0.010268043935635,,1450.068963877236,0.0008584422824538,,0,1,1
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-34.5,2.0,201.0,1,3198238305.1719217,0.0109140007748746,,1827.9770239256288,0.0008533942252467,,0,1,1
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,790284465.9346219,0.023918780070818,,1147.0832576583095,0.0021932973420437,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,1596484088.142202,0.0141410238456246,,1450.068963877236,0.0011889214971183,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,3198238305.1719217,0.003441786908755,,1827.9770239256288,0.0002770148582234,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,6368819972.300732,0.001051344177311,,2299.7825984209894,8.54488619182974e-05,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,12713151508.920866,0.0007960944799118,,2895.6864471140507,3.951330069227586e-05,,0,0,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,1596484088.142202,0.0068749767900844,,1450.068963877236,0.0005449223528459,,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,3198238305.1719217,0.0015939179818203,,1827.9770239256288,0.0001385074291117,,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,6368819972.300732,0.0011011686183597,,2299.7825984209894,8.54488619182974e-05,,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,12713151508.920866,0.0005185736988253,,2895.6864471140507,3.951330069227586e-05,,0,1,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,790284465.9346219,0.0339656193872262,,1147.0832576583095,0.0030492182560119,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,1596484088.142202,0.0160274467234592,,1450.068963877236,0.0013375366842581,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,3198238305.1719217,0.0093883649305554,,1827.9770239256288,0.0007387062885959,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,6368819972.300732,0.0062263983855751,,2299.7825984209894,0.0004699687405506,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-28.5,3.0,201.0,1,12713151508.920866,0.0005610173708655,,2895.6864471140507,3.951330069227586e-05,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,790284465.9346219,0.0662733126833511,,1147.0832576583095,0.0057415619706413,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,1596484088.142202,0.0264410047233384,,1450.068963877236,0.0023116948369543,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0162985434538484,,1827.9770239256288,0.0012567739567523,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,6368819972.300732,0.0090876066015291,,2299.7825984209894,0.0006645743840915,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,12713151508.920866,0.000702009829559,,2895.6864471140507,6.146255639097988e-05,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,25468270205.310867,0.0003326759020816,,3650.3424496887937,2.8387855315280804e-05,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,50950559778.40595,0.0003766229859322,,4599.565196841983,2.63736519104497e-05,,0,0,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0031317843849347,,1827.9770239256288,0.0002513547913504,,0,0,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,6368819972.300732,0.002064232285397,,2299.7825984209894,0.0001661435960228,,0,0,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,12713151508.920866,0.0019204921572649,,2895.6864471140507,0.0001229251127819,,0,0,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,25468270205.310867,0.000969703496115,,3650.3424496887937,5.677571063056161e-05,,0,0,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,50950559778.40595,0.000370313469324,,4599.565196841983,2.63736519104497e-05,,0,0,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,790284465.9346219,0.0125835119770497,,1147.0832576583095,0.0011233490812124,,0,0,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,1596484088.142202,0.0061890440935327,,1450.068963877236,0.000539395461956,,0,0,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0013105933096834,,1827.9770239256288,0.0001077234820073,,0,0,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,6368819972.300732,0.0007488760533464,,2299.7825984209894,6.645743840915143e-05,,0,0,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,12713151508.920866,0.0003644157924344,,2895.6864471140507,3.073127819548994e-05,,0,0,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,790284465.9346219,0.0118900671913027,,1147.0832576583095,0.001081743559686,,0,1,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,1596484088.142202,0.006010125674666,,1450.068963877236,0.0005008672146734,,0,1,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0006176774893892,,1827.9770239256288,3.59078273357819e-05,,0,1,0
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,790284465.9346219,0.0088085683428002,,1147.0832576583095,0.0007905049090013,,0,1,1
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,1596484088.142202,0.0011791944898516,,1450.068963877236,0.0001155847418477,,0,1,1
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0003454660276846,,1827.9770239256288,3.59078273357819e-05,,0,1,1
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,6368819972.300732,0.000607903260951,,2299.7825984209894,3.322871920457572e-05,,0,1,1
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,790284465.9346219,0.0314043391629539,,1147.0832576583095,0.0027875699422679,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,1596484088.142202,0.0172312710328661,,1450.068963877236,0.0015026016440203,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0078092498630438,,1827.9770239256288,0.0006104330647082,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,6368819972.300732,0.002801062009057,,2299.7825984209894,0.0001993723152274,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,12713151508.920866,0.0017537857634226,,2895.6864471140507,0.0001229251127819,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,25468270205.310867,0.0012041106810567,,3650.3424496887937,5.677571063056161e-05,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,50950559778.40595,0.0005587565338101,,4599.565196841983,2.63736519104497e-05,,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,101705212071.36678,0.0006393989315632,,5791.372894228102,2.4391431667924063e-05,,0,0,0
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,1596484088.142202,0.0064662045824561,,1450.068963877236,0.0005008672146734,,0,1,1
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0007022252174145,,1827.9770239256288,7.18156546715638e-05,,0,1,1
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,6368819972.300732,0.0009314526313938,,2299.7825984209894,6.645743840915143e-05,,0,1,1
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-23.5,2.0,201.0,1,12713151508.920866,0.0006598551063724,,2895.6864471140507,3.073127819548994e-05,,0,1,1
Acantharia,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,790284465.9346219,0.00764172998710525,0.000139679013917833,1147.0832576583095,0.00065586637011355,5.847201893491977e-05,0,1,1
Acantharia,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,1596484088.142202,0.00700959250941295,0.0003991893239962892,1450.068963877236,0.0005931297320582499,7.426685782807632e-05,0,1,1
Acantharia,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,3198238305.1719217,0.00173551329772165,0.001617746827339453,1827.9770239256288,0.00015187909135749923,0.00013978460014276722,0,1,1
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,790284465.9346219,0.07158239873652517,0.04410424757349225,1147.0832576583095,0.0064277620371115006,0.0038540617629082,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,1596484088.142202,0.04681150643706237,0.023880237126824688,1450.0689638772358,0.0039030823925462668,0.0019974599430453745,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,3198238305.1719217,0.028193965080347338,0.017809576298798268,1827.9770239256288,0.0021446588825394333,0.0013873949270057752,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,6368819972.300732,0.0124718299994281,0.008784521466667543,2299.7825984209894,0.0009272808945212334,0.0006436090434993467,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,12713151508.920866,0.0085058250433284,0.005588463198451219,2895.6864471140507,0.0005547932503781333,0.0003527881570945821,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,25468270205.310867,0.0038995773073074,0.0028543093220158486,3650.342449688794,0.000236873159504652,0.0001619498424155586,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,50950559778.40595,0.002158502881219967,0.0019365777769518285,4599.565196841983,0.0001384975426027424,0.00011622747415385937,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,101705212071.36678,0.0022816161983129,0.00233771508437423,5791.372894228102,0.00011610400255659105,0.00011602491370813877,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,1,203373568902.34256,0.0027559338199072,,7296.231904209181,0.0001333793680642,,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,1,405676930955.3644,0.0015299866324099,,9184.60668727845,6.193365961203279e-05,,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,1,811277605399.709,0.0009404737075072,,11571.516754514068,2.8523510685114617e-05,,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,1,1629969293139.8965,0.0007155057928111,,14601.36979875518,2.641382279864539e-05,,0,0,0
Aggregate,0.9975095907928389,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,1,3251361246013.218,0.0004736781595059,,18380.42436942086,1.2308670329271762e-05,,0,0,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,18.0,201.0,1,3198238305.1719217,0.0127419398891544,,1827.9770239256288,0.0009527425740909,,1,1,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,18.0,201.0,1,6368819972.300732,0.0056649435792831,,2299.7825984209894,0.0004176273712575,,1,1,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,18.0,201.0,1,12713151508.920866,0.0004747364738218,,2895.6864471140507,4.291542990317293e-05,,1,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,790284465.9346219,0.007188242256404166,0.0032098066738095025,1147.0832576583095,0.0005994897177430666,0.0002713284378419671,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,1596484088.142202,0.0047643316695743,0.0020582094655454044,1450.0689638772358,0.0004013438795173667,0.00016154728535553372,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,3198238305.1719217,0.002099549466271967,0.000466489262864399,1827.9770239256288,0.00017280049942493335,5.492247318613134e-05,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,2,6368819972.300732,0.0005177291967387,8.84007689900927e-05,2299.7825984209894,3.4051407588103964e-05,1.345161003217578e-05,0,1,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,2,790284465.9346219,0.01318199845809125,0.0021098371139695875,1147.0832576583095,0.0011941517647854,0.00022315319163382678,0,1,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,2,1596484088.142202,0.0075020232633456994,0.0026608216437528824,1450.068963877236,0.0006317142921083,0.00024955133755356646,0,1,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,2,3198238305.1719217,0.0008590559065455501,0.00016132293581986684,1827.9770239256288,7.359369205212092e-05,2.9072326709307908e-05,0,1,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,1,6368819972.300732,0.0012739295024948,,2299.7825984209894,8.712626451946489e-05,,0,1,0
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,790284465.9346219,0.0031316823317777496,0.001452189967525071,1147.0832576583095,0.0002561446538806,0.00011574145978386355,0,1,0
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,1596484088.142202,0.000809360395696,0.0003444642122340799,1450.068963877236,6.958198921889949e-05,2.2313878754293715e-05,0,1,0
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,3198238305.1719217,0.00041658577959715,0.00013761095884339854,1827.9770239256288,3.833128617516765e-05,1.6706189424171138e-05,0,1,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,790284465.9346219,0.05729940924133194,0.026328049718453494,1147.0832576583095,0.005103943163054867,0.0021470190772349546,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,1596484088.142202,0.03346548953011053,0.01668662733442392,1450.0689638772358,0.0028216579617252337,0.001338928024916958,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,3198238305.1719217,0.019741631921328134,0.010630128596234911,1827.9770239256288,0.001538432730117267,0.0008155632529102234,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,6368819972.300732,0.0081458681419904,0.0033727304977391945,2299.7825984209894,0.0005845083856119666,0.0002082504995787371,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,12713151508.920866,0.0045873769039568996,0.0032324577782429273,2895.6864471140507,0.00030690761470113985,0.0001989058963337861,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,3,25468270205.310867,0.0035096830949291,0.002978143110533763,3650.342449688794,0.00020260102555532856,0.00019544596642288235,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,3.0,201.0,2,50950559778.40595,0.00124776838502515,0.0007458052776005296,4599.565196841983,6.59809385897563e-05,4.441317554470827e-05,0,0,0
Marine_snow,1.0,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,1,101705212071.36678,0.0002687088571938,,5791.372894228102,1.8013273256927443e-05,,0,0,0
Rhizaria_others,0.9927536231884058,2015,05,North Atlantic Ocean,11.5,-22.5,18.0,201.0,1,790284465.9346219,0.0287580769053421,,1147.0832576583095,0.0024983441868435,,0,1,0
Rhizaria_others,0.9927536231884058,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,1596484088.142202,0.0142944356935841,0.014056017383913596,1450.068963877236,0.0011391870646702,0.00112818311051841,0,1,0
Rhizaria_others,0.9927536231884058,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,3198238305.1719217,0.0067574309514353,0.004490077309126508,1827.9770239256288,0.00054700501293875,0.0003610551191566017,0,1,0
Rhizaria_others,0.9927536231884058,2015,05,North Atlantic Ocean,11.5,-22.5,1.0,201.0,2,6368819972.300732,0.0011199378134152,0.0002423431787738597,2299.7825984209894,7.09427241673098e-05,3.091945787547313e-05,0,1,0
Rhizaria_others,0.9927536231884058,2015,05,North Atlantic Ocean,11.5,-22.5,18.0,201.0,1,12713151508.920866,0.0020321501943575,,2895.6864471140507,0.0001287462897095,,0,1,0
Rhizaria_others,0.9927536231884058,2015,05,North Atlantic Ocean,11.5,-22.5,18.0,201.0,1,25468270205.310867,0.0006572818460287,,3650.3424496887937,3.9642900862585664e-05,,0,1,0
Rhizaria_others,0.9927536231884058,2015,05,North Atlantic Ocean,11.5,-22.5,18.0,201.0,1,50950559778.40595,0.0008742165612581,,4599.565196841983,3.683011824804908e-05,,0,1,0
Rhizaria_others,0.9927536231884058,2015,05,North Atlantic Ocean,11.5,-22.5,18.0,201.0,1,101705212071.36678,0.0004979421601008,,5791.372894228102,3.406199928698211e-05,,0,1,0
Acantharia,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,790284465.9346219,0.003488999401302,,1147.0832576583095,0.000278624471724,,0,1,0
Acantharia,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,1596484088.142202,0.0017342997543507,,1450.068963877236,0.0001548099216411,,0,1,0
Acantharia,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0005952072803159,,1827.9770239256288,4.809361380482625e-05,,0,1,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,790284465.9346219,0.056065890542703,,1147.0832576583095,0.0049595155966888,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,1596484088.142202,0.0366042482784504,,1450.068963877236,0.003096198432822,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0308123051890095,,1827.9770239256288,0.0024046806902413,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,6368819972.300732,0.0079730286084054,,2299.7825984209894,0.0005785691030044,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,12713151508.920866,0.0057464220864585,,2895.6864471140507,0.0004116033564051,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,25468270205.310867,0.0027815507506822,,3650.3424496887937,0.0001901082092092,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,50950559778.40595,0.0006472463684374,,4599.565196841983,3.5323892413288124e-05,,0,0,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0084837981940454,,1827.9770239256288,0.0006252169794627,,0,1,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,6368819972.300732,0.0029438062783942,,2299.7825984209894,0.0002225265780786,,0,1,0
Collodaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,12713151508.920866,0.0008874602673457,,2895.6864471140507,4.1160335640518585e-05,,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,1596484088.142202,0.0085237935671877,,1450.068963877236,0.0007224463009918,,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0041133528330466,,1827.9770239256288,0.0003366552966337,,0,1,0
Copepoda,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,6368819972.300732,0.0005325343036381,,2299.7825984209894,4.450531561572352e-05,,0,1,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,395398209.4983175,0.0049842409952938,,910.6371395896388,0.0003653128736171,,0,0,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,790284465.9346219,0.0031978864123362,,1147.0832576583095,0.0003343493660689,,0,0,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,1596484088.142202,0.003907978515243,,1450.068963877236,0.0003096198432822,,0,0,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0013295990302449,,1827.9770239256288,9.61872276096525e-05,,0,0,0
Cyanophyceae,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,6368819972.300732,0.0004792261272037,,2299.7825984209894,4.450531561572352e-05,,0,0,0
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,790284465.9346219,0.0047589944113053,,1147.0832576583095,0.0004457991547585,,0,1,0
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,1596484088.142202,0.0037165733294266,,1450.068963877236,0.0003096198432822,,0,1,0
Fecal_pellet,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0018166635267368,,1827.9770239256288,0.0001442808414144,,0,1,0
Hydrozoa_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0007558990027519,,1827.9770239256288,4.809361380482625e-05,,0,1,1
Hydrozoa_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,6368819972.300732,0.0005227030576836,,2299.7825984209894,4.450531561572352e-05,,0,1,1
Hydrozoa_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,12713151508.920866,0.0005844022868355,,2895.6864471140507,4.1160335640518585e-05,,0,1,1
Marine_snow,0.9822335025380712,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,790284465.9346219,0.1013820224320397,,1147.0832576583095,0.0088045333064812,,0,0,0
Marine_snow,0.9822335025380712,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,1596484088.142202,0.0640402692137073,,1450.068963877236,0.0053667439502249,,0,0,0
Marine_snow,0.9822335025380712,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0401370392666687,,1827.9770239256288,0.003029897669704,,0,0,0
Marine_snow,0.9822335025380712,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,6368819972.300732,0.0238510752391615,,2299.7825984209894,0.0016466966777817,,0,0,0
Marine_snow,0.9822335025380712,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,12713151508.920866,0.0068991812377106,,2895.6864471140507,0.0004939240276862,,0,0,0
Marine_snow,0.9822335025380712,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,25468270205.310867,0.0025577430440985,,3650.3424496887937,0.0001901082092092,,0,0,0
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,790284465.9346219,0.0332056222268456,,1147.0832576583095,0.0028976945059305,,0,1,0
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,1596484088.142202,0.0155165800539495,,1450.068963877236,0.0012384793731288,,0,1,0
Rhizaria_others,1.0,2015,05,North Atlantic Ocean,11.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0045805125475665,,1827.9770239256288,0.0003366552966337,,0,1,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-19.5,19.0,201.0,1,790284465.9346219,0.0611147427647598,,1147.0832576583095,0.0056164917138577,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-19.5,19.0,201.0,1,1596484088.142202,0.033207173560843,,1450.068963877236,0.0028672611994466,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-19.5,19.0,201.0,1,3198238305.1719217,0.0287499228865174,,1827.9770239256288,0.0021750874475094,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-19.5,19.0,201.0,1,6368819972.300732,0.0138604018272494,,2299.7825984209894,0.0010351556488791,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-19.5,19.0,201.0,1,12713151508.920866,0.007061298307806,,2895.6864471140507,0.0004786771350632,,0,0,0
Aggregate,1.0,2015,05,North Atlantic Ocean,11.5,-19.5,19.0,201.0,1,25468270205.310867,0.0038009225892804,,3650.3424496887937,0.0002456530365951,,0,0,0
