PFT,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,NBSS_slope_mean,NBSS_slope_std,NBSS_intercept_mean,NBSS_intercept_std,NBSS_r2_mean,NBSS_r2_std,PSD_slope_mean,PSD_slope_std,PSD_intercept_mean,PSD_intercept_std,PSD_r2_mean,PSD_r2_std,N_bins_min,QC_3std_dev,QC_min_n_size_bins,QC_R2
Filter_feeder_gelatinous,1.0,2011,03,South Pacific Ocean,-28.5,-107.5,0.0,103.5,1,-0.14425435000616568,,-2.4228345522473456,,0.056040805046494335,,-0.9883404117822912,,-1.8044363214679988,,0.21747205858681862,,5.0,0,0,1
Mollusca,1.0,2011,03,South Pacific Ocean,-28.5,-107.5,0.0,103.5,1,-0.9891330292177892,,4.920803668303316,,0.9557279703867037,,-3.4182865114657766,,5.482392107255942,,0.9659286660446771,,6.0,0,0,0
Rhizaria,1.0,2011,03,South Pacific Ocean,-28.5,-107.5,0.0,103.5,1,-0.5488793239147662,,1.1481833247160953,,0.6695928200729742,,-1.5480933110652437,,0.09793484941669472,,0.6522299363386009,,5.0,0,0,1
Actinopterygii,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,-0.5361249496732773,,0.33876978841044636,,0.6111859582378545,,-1.6312030271857658,,-0.5833031990007314,,0.6330882289142369,,3.0,0,1,1
Carnivorous_gelatinous,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,-0.991742806971282,,5.65792180746902,,0.8135473413126919,,-3.219557218706277,,5.634489266545269,,0.865995311445677,,7.0,0,0,0
Crustaceans,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,-1.109680228004227,,7.18956934265038,,0.9688357806184071,,-3.60635708653753,,7.3104575674791485,,0.9753526221694059,,11.0,0,0,0
Detritus,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,-0.9407012199685958,,5.280495996605362,,0.9470494690174689,,-3.1968477705595686,,5.641130116153516,,0.9629219453164551,,12.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,-0.5316129703767356,,0.02641580294856727,,0.4141221124536546,,-2.003644929039943,,0.379388754724153,,0.5589579537722651,,8.0,0,0,1
Mesophytoplankton,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,-0.6142722170188438,,1.3555958405151616,,0.8408598841738975,,-1.9078962670848736,,0.7733679000370381,,0.9136238088402894,,5.0,0,0,0
Mollusca,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,-0.5750354584960029,,0.9532475497409028,,0.7540463296571434,,-2.095914209689462,,1.1662897682605848,,0.802545212165814,,8.0,0,0,1
Other_zooplankton,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,-0.4293731018003478,,-0.24647921591817656,,0.8555605648123874,,-1.6274111206649202,,-0.16050397618111933,,0.8766844335351089,,4.0,0,1,0
Rhizaria,1.0,2011,04,South Pacific Ocean,-25.5,-111.5,0.0,137.3,1,0.029676088627222104,,-4.237841008284935,,0.0007486952432961269,,-0.10936287116805392,,-4.643802478062571,,0.00131959732425746,,5.0,0,0,1
Carnivorous_gelatinous,1.0,2011,04,South Pacific Ocean,-21.5,-104.5,0.0,146.0,1,-0.8990636945233449,,5.1103992219178895,,0.9615891063878867,,-2.937688451295599,,5.0282438503616165,,0.9660069344649089,,7.0,0,0,0
Crustaceans,1.0,2011,04,South Pacific Ocean,-21.5,-104.5,0.0,146.0,1,-1.2530846907657989,,8.534459792487626,,0.9931546659405436,,-4.045192111099194,,8.735329306235158,,0.9934730786991643,,9.0,0,0,0
Detritus,1.0,2011,04,South Pacific Ocean,-21.5,-104.5,0.0,146.0,1,-1.2725186599999316,,7.882495449257489,,0.811562075762615,,-3.976161697530759,,7.721378899121175,,0.845964674409567,,8.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,South Pacific Ocean,-21.5,-104.5,0.0,146.0,1,-0.6968324308916836,,2.409957975461409,,0.9490466525436159,,-2.549680720251998,,2.971669805574905,,0.9578105695041524,,7.0,0,0,0
Mesophytoplankton,1.0,2011,04,South Pacific Ocean,-21.5,-104.5,0.0,146.0,1,-0.4199865979116451,,-0.31399916140689266,,0.6754429958282209,,-1.2332828560159437,,-1.2183330391198162,,0.7406062083041188,,4.0,0,1,1
Mollusca,1.0,2011,04,South Pacific Ocean,-21.5,-104.5,0.0,146.0,1,-0.7747577551159284,,2.83072658796527,,0.8822977382199708,,-2.556305544173484,,2.726908520481877,,0.8698208622684759,,5.0,0,0,0
Other_zooplankton,1.0,2011,04,South Pacific Ocean,-21.5,-104.5,0.0,146.0,1,-0.7623115501360148,,3.0435873375877005,,0.6798750477200153,,-2.1413555374140314,,1.7001540724544517,,0.7244225432190909,,6.0,0,0,1
Rhizaria,1.0,2011,04,South Pacific Ocean,-21.5,-104.5,0.0,146.0,1,-0.72827887824263,,2.294231771064828,,0.8007533896794571,,-2.586324053956091,,2.6541145847406202,,0.8028794766203231,,5.0,0,0,0
Actinopterygii,1.0,2011,04,South Pacific Ocean,-12.5,-96.5,0.0,151.0,1,-1.110751160683021,,6.230833849713873,,0.8464805388859526,,-3.907425079534444,,7.2091187542232475,,0.8346310394371096,,4.0,0,1,0
Carnivorous_gelatinous,1.0,2011,04,South Pacific Ocean,-12.5,-96.5,0.0,151.0,1,-0.9165343111671279,,6.1805950099597595,,0.8488538990277703,,-3.120976042406401,,6.5222483228013655,,0.8697889906539626,,8.0,0,0,0
Crustaceans,1.0,2011,04,South Pacific Ocean,-12.5,-96.5,0.0,151.0,1,-1.2027412813246154,,8.647946166948056,,0.9273698559848716,,-3.953889342070518,,8.997862142861674,,0.9354926673271197,,10.0,0,0,0
Detritus,1.0,2011,04,South Pacific Ocean,-12.5,-96.5,0.0,151.0,1,-0.8144964954268861,,4.992559163555999,,0.9511184462418941,,-2.8089170334135805,,5.282741731130047,,0.969686008401108,,11.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,South Pacific Ocean,-12.5,-96.5,0.0,151.0,1,-0.7153299033392191,,3.1789573056359073,,0.7634977355200747,,-2.3513744913761863,,3.004018798064596,,0.8155223000087197,,8.0,0,0,1
Mollusca,1.0,2011,04,South Pacific Ocean,-12.5,-96.5,0.0,151.0,1,-0.34536482314650796,,-0.14765219870952961,,0.31287106758934247,,-1.3241019276053758,,-0.2276096637566174,,0.3960878248645403,,7.0,0,0,1
Other_zooplankton,1.0,2011,04,South Pacific Ocean,-12.5,-96.5,0.0,151.0,1,-0.928900266913305,,4.89797134329187,,0.7427487068863479,,-3.2513779479283054,,5.561640069963432,,0.815362105852759,,6.0,0,0,1
Rhizaria,1.0,2011,04,South Pacific Ocean,-12.5,-96.5,0.0,151.0,1,-1.228023908496361,,7.329594215913925,,0.9574418720412057,,-3.8300400293764625,,7.142866573212234,,0.9590433852145646,,6.0,0,0,0
Actinopterygii,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,1,-0.04768605100197225,,-3.7819976957755905,,0.010202216906470496,,-0.3708417442415668,,-4.150553538590478,,0.06569797415150747,,8.0,0,0,1
Carnivorous_gelatinous,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,2,-0.6726148861348585,0.28325335141161473,4.6943576750956675,2.8442886550275204,0.9153477208617969,0.001770858073483366,-2.201154308285611,0.6814475407189061,4.363553404652581,2.381810550261282,0.9351692459698182,0.021126208777413443,6.0,0,0,0
Crustaceans,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,2,-0.8302854438057812,0.1859791762948514,6.2839551123230795,1.569444540137434,0.9395307361335001,0.02474803823270833,-2.834312863581234,0.5330877575548013,6.5196497568180884,1.5502952733199407,0.9570198334353719,0.017287011272001218,11.0,0,0,0
Detritus,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,2,-0.8700283865293472,0.25205242680661044,5.949386507179515,1.9813540990673402,0.9571285580693509,0.009457355111657757,-3.0082822494417716,0.7384010740386225,6.352098508056664,2.0095746679899102,0.9721564577513786,0.013677772462415949,11.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,111.7,2,-0.6472684751234463,0.34628141722413014,3.4062522804279,3.142913762222957,0.8343874679290979,0.06068597835511527,-2.176713237533785,1.0463957034281164,3.2663883332129613,3.232700432707928,0.8784683965350861,0.001799075408725322,6.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,2,-0.6472684751234463,0.34628141722413014,3.4062522804279,3.142913762222957,0.8343874679290979,0.06068597835511527,-2.176713237533785,1.0463957034281164,3.2663883332129613,3.232700432707928,0.8784683965350861,0.001799075408725322,6.0,0,0,0
Mesophytoplankton,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,1,-2.215499033161038,,14.114215175008033,,0.8767605452671183,,-7.157311340556224,,15.247022661829732,,0.8873590858935422,,3.0,0,1,0
Mollusca,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,111.7,2,-0.6463472804532389,0.043381673892415686,3.1523131337799417,0.13051311711502595,0.7450934069961874,0.07180347630193618,-2.2567439934701383,0.12566495535164326,3.2551888582922572,0.12677371319830263,0.8186166832818531,0.010040249004205028,6.0,0,0,1
Mollusca,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,2,-0.6463472804532389,0.043381673892415686,3.1523131337799417,0.13051311711502595,0.7450934069961874,0.07180347630193618,-2.2567439934701383,0.12566495535164326,3.2551888582922572,0.12677371319830263,0.8186166832818531,0.010040249004205028,6.0,0,0,1
Other_zooplankton,0.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,1,-0.5393729548340068,,1.8965745737316428,,0.45537765953723164,,-1.7866784528306456,,1.4404633752447182,,0.49063876537951756,,3.0,0,1,1
Rhizaria,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,199.1,2,-1.2386468386839131,0.6515264608624979,8.13261422213532,4.787770543914271,0.7934105987821387,0.1128807903351079,-4.047196953016053,1.941969854324053,8.449722282277094,4.929925014978602,0.8133079204558709,0.1265307236372969,6.0,0,0,1
Rhizaria,1.0,2011,04,South Pacific Ocean,-5.5,-85.5,0.0,111.7,2,-1.2386468386839131,0.6515264608624979,8.13261422213532,4.787770543914271,0.7934105987821387,0.1128807903351079,-4.047196953016053,1.941969854324053,8.449722282277094,4.929925014978602,0.8133079204558709,0.1265307236372969,6.0,0,0,1
Actinopterygii,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,98.4807753,1,-1.5728524754735396,,12.121898801715268,,0.6503937958478168,,-5.141147824554836,,12.844960148975648,,0.7300489985521763,,3.0,0,1,1
Carnivorous_gelatinous,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,98.4807753,2,-0.6795269519908881,0.3274529599385643,3.4223746339922236,2.9336317157306064,0.8075323529976803,0.12033809469523876,-2.3879685906840065,1.049287450531784,3.596334695518664,3.1716315967095516,0.8373102083046435,0.14217486580194955,7.0,0,0,0
Carnivorous_gelatinous,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,34.64101615,2,-0.6795269519908881,0.3274529599385643,3.4223746339922236,2.9336317157306064,0.8075323529976803,0.12033809469523876,-2.3879685906840065,1.049287450531784,3.596334695518664,3.1716315967095516,0.8373102083046435,0.14217486580194955,7.0,0,0,0
Crustaceans,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,34.64101615,2,-1.3241920487989236,0.04864217953877919,10.16797627021233,0.9008893629390246,0.9125018150477883,0.00957394655949767,-4.294911522034328,0.17105513621410826,10.483446994669265,0.979350316715505,0.9252625454964134,0.009998605125459682,9.0,0,0,0
Crustaceans,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,98.4807753,2,-1.3241920487989236,0.04864217953877919,10.16797627021233,0.9008893629390246,0.9125018150477883,0.00957394655949767,-4.294911522034328,0.17105513621410826,10.483446994669265,0.979350316715505,0.9252625454964134,0.009998605125459682,9.0,0,0,0
Detritus,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,34.64101615,2,-0.9205717646517526,0.016471896072117513,6.3672097034303015,0.2780816054890092,0.8735036442789612,0.09551731227416357,-3.1507389310165452,0.03713350867573166,6.765114901293212,0.24212992029343716,0.9094336349303587,0.07457934854583466,11.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,34.64101615,2,-1.174152583393885,0.3273230395985517,8.438264070684202,2.6209869907893206,0.9050757671391287,0.01733677382952983,-3.8138228605066296,0.9206555277775055,8.630277800623691,2.5301786046722095,0.9146518147816372,0.014038912253504949,8.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,98.4807753,2,-1.174152583393885,0.3273230395985517,8.438264070684202,2.6209869907893206,0.9050757671391287,0.01733677382952983,-3.8138228605066296,0.9206555277775055,8.630277800623691,2.5301786046722095,0.9146518147816372,0.014038912253504949,8.0,0,0,0
Mollusca,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,34.64101615,2,-1.753425670490779,0.9872813634283021,11.706399861688626,7.359738595895077,0.7005526802861675,0.003050096695043047,-5.297836622343653,2.7961502870089343,11.398921384690748,7.141281605639935,0.7098099031604239,0.0258594022473363,3.0,0,1,1
Mollusca,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,98.4807753,2,-1.753425670490779,0.9872813634283021,11.706399861688626,7.359738595895077,0.7005526802861675,0.003050096695043047,-5.297836622343653,2.7961502870089343,11.398921384690748,7.141281605639935,0.7098099031604239,0.0258594022473363,3.0,0,1,1
Other_zooplankton,1.0,2011,04,North Atlantic Ocean,43.5,-1.5,0.0,98.4807753,1,-0.7619149965680944,,4.066652837024315,,0.7964897203084409,,-2.6766313987439,,4.384683054368756,,0.8342500160044419,,5.0,0,0,1
Carnivorous_gelatinous,1.0,2011,04,North Atlantic Ocean,44.5,-3.5,0.0,98.4807753,1,-0.36131578730764996,,0.0528690500909188,,0.2673035870541558,,-1.5760193744488589,,0.5696618899497263,,0.4213113519257059,,8.0,0,0,1
Crustaceans,1.0,2011,04,North Atlantic Ocean,44.5,-3.5,0.0,98.4807753,1,-1.2494275000312347,,9.162585468698666,,0.9742292590666476,,-4.053235381824088,,9.390782172729269,,0.9705250258126619,,11.0,0,0,0
Detritus,1.0,2011,04,North Atlantic Ocean,44.5,-3.5,0.0,98.4807753,1,-0.9473305000533194,,6.050413029547317,,0.9129221947524035,,-3.2226303844420374,,6.433888600959215,,0.9296346178299185,,10.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,North Atlantic Ocean,44.5,-3.5,0.0,98.4807753,1,-0.8725429403178436,,5.544406870915795,,0.8067518981695109,,-2.9027507291059216,,5.580265195662127,,0.8582672724222744,,8.0,0,0,0
Mollusca,1.0,2011,04,North Atlantic Ocean,44.5,-3.5,0.0,98.4807753,1,-0.7758456717033386,,4.73287225476218,,0.920387628601611,,-2.3760758910809874,,4.156888385269911,,0.9236858110176344,,3.0,0,1,0
Other_zooplankton,1.0,2011,04,North Atlantic Ocean,44.5,-3.5,0.0,98.4807753,1,-1.0546036000349635,,7.0884945602827845,,0.8721001007722458,,-3.3319850881795943,,6.905231308098889,,0.8919353294863938,,3.0,0,1,0
Actinopterygii,1.0,2011,04,North Atlantic Ocean,44.5,-2.5,0.0,98.4807753,2,-0.890968981391626,0.9012668058674974,5.087296256023827,8.878000357373875,0.9168880287456274,0.04602091815103435,-2.5909685027292166,2.352328588623542,3.9790607134421916,7.978823877351063,0.9454266406679296,0.00943517190335589,3.0,0,1,0
Carnivorous_gelatinous,1.0,2011,04,North Atlantic Ocean,44.5,-2.5,0.0,98.4807753,1,-0.5616743403982517,,2.1765833169889226,,0.2774016994546942,,-2.0391147871182196,,2.3418356637122226,,0.3841747679304276,,9.0,0,0,1
Crustaceans,1.0,2011,04,North Atlantic Ocean,44.5,-2.5,0.0,98.4807753,2,-1.0935495452944903,0.08964900065472903,8.435618828852174,1.2224651911436857,0.9656316849441156,0.003974799053981582,-3.603308578708889,0.2399528417364811,8.678259701793083,1.1665818221575193,0.97027267144903,0.0058534498651001705,12.0,0,0,0
Detritus,1.0,2011,04,North Atlantic Ocean,44.5,-2.5,0.0,98.4807753,2,-1.0658331196055841,0.01175404525188794,7.562052585810027,0.4938129752934017,0.9337830638964983,0.06450952446443968,-3.4621885696193866,0.11693479108717457,7.646978513589162,0.7141810896511902,0.9435460031276339,0.06585646507621931,9.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,North Atlantic Ocean,44.5,-2.5,0.0,98.4807753,2,-0.7719438688505398,0.09312461873138288,4.939871041358105,0.15609787394479,0.9013466327188796,0.00878842320629728,-2.6437689709967573,0.2596337395307545,5.111568300795533,0.13068842826925514,0.9264084282571688,0.028069802771061372,11.0,0,0,0
Mollusca,1.0,2011,04,North Atlantic Ocean,44.5,-2.5,0.0,98.4807753,1,-2.086154429973768,,15.455886263760743,,0.9506627281904174,,-6.672675663507081,,16.257433048340797,,0.9508407061348921,,5.0,0,0,0
Other_zooplankton,1.0,2011,04,North Atlantic Ocean,44.5,-2.5,0.0,98.4807753,1,-0.366659898436444,,0.43952681852220676,,0.2610112333545631,,-1.507461439573507,,0.7620525391689772,,0.41275210937107965,,5.0,0,0,1
Actinopterygii,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,23.0,2,-0.5361383582795125,0.15826070195923195,1.9445395455955699,1.341531842255268,0.5672208595989522,0.080419069951654,-1.6408803127209186,0.44743572466462933,1.069410402642796,1.2312518290914944,0.5372059016120312,0.04332472629143026,5.0,0,0,1
Actinopterygii,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,98.4807753,2,-0.5361383582795125,0.15826070195923195,1.9445395455955699,1.341531842255268,0.5672208595989522,0.080419069951654,-1.6408803127209186,0.44743572466462933,1.069410402642796,1.2312518290914944,0.5372059016120312,0.04332472629143026,5.0,0,0,1
Carnivorous_gelatinous,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,23.0,2,-0.9723566381505748,0.029750314208890884,6.683419341050318,0.026440667014598247,0.7582721246916369,0.27704516954195085,-3.1329942529024306,0.03235889115617393,6.581672418836982,0.24978949394767408,0.8047230135733646,0.2038065127378213,4.0,0,1,1
Carnivorous_gelatinous,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,98.4807753,2,-0.9723566381505748,0.029750314208890884,6.683419341050318,0.026440667014598247,0.7582721246916369,0.27704516954195085,-3.1329942529024306,0.03235889115617393,6.581672418836982,0.24978949394767408,0.8047230135733646,0.2038065127378213,4.0,0,1,1
Crustaceans,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,23.0,2,-1.2219220788318172,0.3093699220984391,9.4800913500444,2.780792621480945,0.8460226661368608,0.08849516778534952,-3.9501043949589256,0.8490032073590953,9.647429104293188,2.6263431235926964,0.8572402079177041,0.08532301300886329,9.0,0,0,0
Detritus,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,23.0,2,-1.1326639314737723,0.22248121465681736,8.376978352115547,1.418142023552708,0.8870787314503796,0.05524709038326685,-3.693059988303248,0.6714803601430304,8.55933874072136,1.5014047323790747,0.8938395402748067,0.05927314718683127,8.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,23.0,2,-1.4992088133480101,0.006971516284516347,12.097301024639478,0.1114917795488761,0.9337817363993354,0.018835512027902387,-4.733199747369129,0.016252194182616933,12.1990944684947,0.13467141040378694,0.9408166900194395,0.02604937978711891,6.0,0,0,0
Mesophytoplankton,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,98.4807753,2,-1.303203104737943,0.4187554273488673,8.087285257117133,3.5411971814469627,0.9702599553437369,0.04205731251580909,-3.8277018582702595,1.460498418838283,7.363633883422017,4.241651520152547,0.958664549523325,0.057546191362153234,3.0,0,1,0
Mesophytoplankton,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,23.0,2,-1.303203104737943,0.4187554273488673,8.087285257117133,3.5411971814469627,0.9702599553437369,0.04205731251580909,-3.8277018582702595,1.460498418838283,7.363633883422017,4.241651520152547,0.958664549523325,0.057546191362153234,3.0,0,1,0
Mollusca,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,23.0,2,-1.3284457416750861,0.8111641313460216,8.384434670739049,6.662003091641119,0.7072054167301128,0.3174049483633824,-4.308804995463547,2.0638406587593807,8.749396677834579,5.935343895874134,0.8079185702597523,0.18385191011873137,3.0,0,1,1
Mollusca,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,98.4807753,2,-1.3284457416750861,0.8111641313460216,8.384434670739049,6.662003091641119,0.7072054167301128,0.3174049483633824,-4.308804995463547,2.0638406587593807,8.749396677834579,5.935343895874134,0.8079185702597523,0.18385191011873137,3.0,0,1,1
Other_zooplankton,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,23.0,2,-1.194416253058589,0.3141319840769604,7.692789499656639,3.178217939022458,0.696018484466539,0.23386517403221077,-3.774418359086474,0.7218516797813003,7.554502767728621,2.726247877173009,0.7239917933171902,0.206270572831316,4.0,0,1,1
Other_zooplankton,1.0,2011,04,North Atlantic Ocean,44.5,-1.5,0.0,98.4807753,2,-1.194416253058589,0.3141319840769604,7.692789499656639,3.178217939022458,0.696018484466539,0.23386517403221077,-3.774418359086474,0.7218516797813003,7.554502767728621,2.726247877173009,0.7239917933171902,0.206270572831316,4.0,0,1,1
Actinopterygii,1.0,2011,05,South Pacific Ocean,-2.5,-84.5,0.0,200.0,1,-0.9292148361744242,,5.055676680381349,,0.6091071146794237,,-2.99929423090951,,4.91376029660769,,0.6764930479471043,,4.0,0,1,1
Carnivorous_gelatinous,1.0,2011,05,South Pacific Ocean,-2.5,-84.5,0.0,200.0,1,-0.5512692512105375,,2.9874204528423185,,0.9677658334364929,,-1.7828463918608066,,2.440523604410814,,0.9497766084907372,,7.0,0,0,0
Crustaceans,1.0,2011,05,South Pacific Ocean,-2.5,-84.5,0.0,200.0,1,-1.210676030370886,,9.467632463275939,,0.9719441244529674,,-3.876556182213358,,9.512098585755158,,0.976951418227049,,9.0,0,0,0
Detritus,1.0,2011,05,South Pacific Ocean,-2.5,-84.5,0.0,200.0,1,-0.855289586206977,,5.786532997707883,,0.8038174931861042,,-2.9532989812798096,,6.152238328324186,,0.8440368116211293,,12.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,05,South Pacific Ocean,-2.5,-84.5,0.0,200.0,1,-0.4155108347398609,,0.9420931386415385,,0.5118908071664732,,-1.4989203343805417,,0.7563037148826321,,0.6057045468710247,,10.0,0,0,1
Mollusca,1.0,2011,05,South Pacific Ocean,-2.5,-84.5,0.0,200.0,1,-0.4978423928579649,,1.2298128865977476,,0.7756301770485455,,-1.7838183599011639,,1.1933516005622158,,0.8187020156560996,,11.0,0,0,1
Other_zooplankton,0.5714285714285714,2011,05,South Pacific Ocean,-2.5,-84.5,0.0,200.0,2,-0.9198665486994195,0.3650046812755011,5.220483071447017,3.057201328012004,0.9289418166446362,0.0521798332230396,-2.938011072081219,1.0228836098229694,4.950746720808695,2.9378620883126767,0.9339429669289471,0.037492674240172406,3.0,0,1,0
Rhizaria,1.0,2011,05,South Pacific Ocean,-2.5,-84.5,0.0,200.0,1,-2.348881151520524,,16.68386169510177,,0.9384027752849486,,-7.177683399839348,,16.758688180185423,,0.9363846261519312,,5.0,0,0,0
Actinopterygii,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,200.0,1,-0.5026710780603831,,1.6444082899140513,,0.9287565442578996,,-1.8709776369644457,,1.8249880447504312,,0.967597771165534,,6.0,0,0,0
Carnivorous_gelatinous,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,50.9,2,-0.7918634336237255,0.8892361256065079,5.611132684595635,8.524205287842126,0.5747344921250664,0.567390761383444,-2.614706708939211,2.809104712204284,5.5059799037550565,9.219523670363179,0.6350921721438847,0.4732059918410446,6.0,0,0,1
Carnivorous_gelatinous,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,200.0,2,-0.7918634336237255,0.8892361256065079,5.611132684595635,8.524205287842126,0.5747344921250664,0.567390761383444,-2.614706708939211,2.809104712204284,5.5059799037550565,9.219523670363179,0.6350921721438847,0.4732059918410446,6.0,0,0,1
Crustaceans,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,50.9,2,-1.2365381505784963,0.10980111511232706,9.980111656171843,0.8899386779624919,0.9668882782927488,0.015721962772283438,-4.007425909044382,0.2789911784162025,10.193543325908674,0.7816015714541215,0.968888510309189,0.011375219100253395,8.0,0,0,0
Crustaceans,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,200.0,2,-1.2365381505784963,0.10980111511232706,9.980111656171843,0.8899386779624919,0.9668882782927488,0.015721962772283438,-4.007425909044382,0.2789911784162025,10.193543325908674,0.7816015714541215,0.968888510309189,0.011375219100253395,8.0,0,0,0
Detritus,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,50.9,2,-0.7763190250069203,0.1774402899031224,5.907300171633484,1.1943810099539638,0.9539810063879282,0.051765002702862294,-2.6534716851505404,0.5512752077527259,6.075393019414829,1.3042594139817867,0.9631576086118497,0.0454453637453237,10.0,0,0,0
Detritus,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,200.0,2,-0.7763190250069203,0.1774402899031224,5.907300171633484,1.1943810099539638,0.9539810063879282,0.051765002702862294,-2.6534716851505404,0.5512752077527259,6.075393019414829,1.3042594139817867,0.9631576086118497,0.0454453637453237,10.0,0,0,0
Filter_feeder_gelatinous,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,50.9,2,-0.34596839412943753,0.16972424067076877,1.2123493163714323,1.1664337360340602,0.6721202478789103,0.08284595322452344,-1.367907535210367,0.49156782471658234,1.264736260917509,1.1693482573658618,0.7653072907381714,0.02213187409832568,9.0,0,0,1
Filter_feeder_gelatinous,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,200.0,2,-0.34596839412943753,0.16972424067076877,1.2123493163714323,1.1664337360340602,0.6721202478789103,0.08284595322452344,-1.367907535210367,0.49156782471658234,1.264736260917509,1.1693482573658618,0.7653072907381714,0.02213187409832568,9.0,0,0,1
Mollusca,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,50.9,2,-0.8476764627661899,0.2204363009281175,4.975305437521096,1.7083772326026865,0.898350055718249,0.024864188331079708,-2.7611640671833486,0.5281526253754368,4.849502727308257,1.398057475108617,0.8657274864855633,0.10078952906254918,4.0,0,1,0
Mollusca,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,200.0,2,-0.8476764627661899,0.2204363009281175,4.975305437521096,1.7083772326026865,0.898350055718249,0.024864188331079708,-2.7611640671833486,0.5281526253754368,4.849502727308257,1.398057475108617,0.8657274864855633,0.10078952906254918,4.0,0,1,0
Other_zooplankton,1.0,2011,05,South Pacific Ocean,-1.5,-84.5,0.0,200.0,1,-1.078164545045621,,6.858330756684613,,0.815400255157027,,-3.883752144107799,,8.003417586915607,,0.7768992475136994,,3.0,0,1,0
