PFT,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,biovolume_size_class,normalized_biovolume_mean,normalized_biovolume_std,equivalent_circular_diameter_mean,normalized_abundance_mean,normalized_abundance_std,QC_3std_dev,QC_min_n_size_bins,QC_R2
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,167.5,1.0,201.0,1,6368819972.300732,0.0576913343057597,,2299.7825984209894,0.0041077419487717,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,167.5,1.0,201.0,1,12713151508.920866,0.033645274714186,,2895.6864471140507,0.0022711459159506,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,167.5,1.0,201.0,1,25468270205.310867,0.0186556286381686,,3650.3424496887937,0.0011443412725527,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,167.5,1.0,201.0,1,50950559778.40595,0.0035508329103777,,4599.565196841983,0.0002126293660008,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,167.5,1.0,201.0,1,101705212071.36678,0.0006781254958171,,5791.372894228102,3.27747219650301e-05,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-19.5,167.5,1.0,201.0,1,790284465.9346219,0.0066850347794836,,1147.0832576583095,0.0005590526291372,,0,1,1
Rhizaria,1.0,2015,03,South Pacific Ocean,-19.5,167.5,1.0,201.0,1,1596484088.142202,0.0065461304887868,,1450.068963877236,0.0005694736867625,,0,1,1
Rhizaria,1.0,2015,03,South Pacific Ocean,-19.5,167.5,1.0,201.0,1,3198238305.1719217,0.0018584269308489,,1827.9770239256288,0.0001447478450614,,0,1,1
Detritus,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,790284465.9346219,0.0088736782886696,,1147.0832576583095,0.0008162692548431,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,1596484088.142202,0.0032109886748124,,1450.068963877236,0.0002879601648642,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,3198238305.1719217,0.0039129799127358,,1827.9770239256288,0.0003019220360364,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,12713151508.920866,0.0004538643611919,,2895.6864471140507,2.871070110833363e-05,,0,1,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,790284465.9346219,0.1983563319658427,,1147.0832576583095,0.0181522734291301,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,1596484088.142202,0.1030340243009734,,1450.068963877236,0.0087467900077524,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,3198238305.1719217,0.0603875266131093,,1827.9770239256288,0.00456237743344,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,6368819972.300732,0.0336128310185133,,2299.7825984209894,0.0025145587943771,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,12713151508.920866,0.0127262623117673,,2895.6864471140507,0.0008326103321416,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,25468270205.310867,0.0038314997120129,,3650.3424496887937,0.0002386922214855,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,50950559778.40595,0.0017218801783925,,4599.565196841983,9.855835247975848e-05,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,790284465.9346219,0.0040321283865198,,1147.0832576583095,0.000349829680647,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,1596484088.142202,0.0023851338541568,,1450.068963877236,0.0002159701236482,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,3198238305.1719217,0.0009011281574476,,1827.9770239256288,6.709378578588276e-05,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,6368819972.300732,0.0003939168025242,,2299.7825984209894,3.104393573305157e-05,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-19.5,168.5,1.0,201.0,1,12713151508.920866,0.0004086791630188,,2895.6864471140507,2.871070110833363e-05,,0,0,0
Carnivorous_gelatinous,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,1596484088.142202,7.034602342266032e-05,,1450.068963877236,6.090476691052658e-06,,0,0,1
Carnivorous_gelatinous,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,3198238305.1719217,4.9829762047118645e-05,,1827.9770239256288,3.7841635828205153e-06,,0,0,1
Carnivorous_gelatinous,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,6368819972.300732,3.530308050449834e-05,,2299.7825984209894,2.626368366885752e-06,,0,0,1
Carnivorous_gelatinous,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,12713151508.920866,2.740942823839908e-05,,2895.6864471140507,1.6193152361103014e-06,,0,0,1
Carnivorous_gelatinous,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,25468270205.310867,9.572433024744076e-06,,3650.3424496887937,7.47916932385769e-07,,0,0,1
Carnivorous_gelatinous,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,101705212071.36678,9.280122074712315e-06,,5791.372894228102,6.426256773174064e-07,,0,0,1
Carnivorous_gelatinous,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,203373568902.34256,1.1398330783773272e-05,,7296.231904209181,5.947906130101747e-07,,0,0,1
Carnivorous_gelatinous,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,405676930955.3644,1.2178893600098286e-05,,9184.60668727845,5.523726780420398e-07,,0,0,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,790284465.9346219,0.0013238179387918,,1147.0832576583095,0.0001161923720753,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,1596484088.142202,0.0008015448042387,,1450.068963877236,6.598016415307045e-05,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,3198238305.1719217,0.0004976018065198,,1827.9770239256288,3.6895594932500025e-05,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,6368819972.300732,0.0002427464781278,,2299.7825984209894,1.750912244590501e-05,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,12713151508.920866,0.0001198192437136,,2895.6864471140507,7.286918562496355e-06,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,25468270205.310867,9.25782549915898e-05,,3650.3424496887937,5.983335459086152e-06,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,50950559778.40595,2.2832797091168624e-05,,4599.565196841983,1.3896999694834818e-06,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,101705212071.36678,2.3105360286049147e-05,,5791.372894228102,1.2852513546348128e-06,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,203373568902.34256,1.986281175865326e-05,,7296.231904209181,1.1895812260203494e-06,,0,0,0
Detritus,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,790284465.9346219,0.0028811791330976,,1147.0832576583095,0.0002718463044781,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,1596484088.142202,0.0006915290970157,,1450.068963877236,6.191984635903536e-05,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,3198238305.1719217,0.0003055683541034,,1827.9770239256288,2.554310418403848e-05,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,6368819972.300732,6.012864943481106e-05,,2299.7825984209894,4.377280611476253e-06,,0,1,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,3.0,201.0,2,790284465.9346219,0.3039632233726448,0.0455251858063278,1147.0832576583095,0.02804125950745815,0.0040824203421628395,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,3.0,201.0,2,1596484088.142202,0.1333040061715136,0.018509580940079946,1450.068963877236,0.0113864091637973,0.0015564963331436918,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,3.0,201.0,2,3198238305.1719217,0.0659981206071857,0.01668101740672403,1827.9770239256288,0.005112392315586051,0.0012442326556747329,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,3.0,201.0,2,6368819972.300732,0.0142107993451442,0.005387305211638341,2299.7825984209894,0.0010742914434691,0.00035270233588030646,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,3.0,201.0,2,12713151508.920866,0.004865337687198551,0.0009093060007355828,2895.6864471140507,0.00035886813207735,9.187073077469434e-05,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,25468270205.310867,0.0009126310224658,,3650.3424496887937,6.058127152324728e-05,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,50950559778.40595,2.694660107892229e-05,,4599.565196841983,1.3896999694834818e-06,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,101705212071.36678,1.0195761732056253e-05,,5791.372894228102,6.426256773174064e-07,,0,0,0
Mollusca,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,3198238305.1719217,0.0001274328021771,,1827.9770239256288,9.460408957051287e-06,,0,0,1
Mollusca,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,6368819972.300732,2.464230118742357e-05,,2299.7825984209894,1.7509122445905014e-06,,0,0,1
Mollusca,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,12713151508.920866,0.000102428962426,,2895.6864471140507,8.096576180551506e-06,,0,0,1
Mollusca,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,25468270205.310867,5.59884096131107e-05,,3650.3424496887937,3.739584661928845e-06,,0,0,1
Mollusca,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,50950559778.40595,1.0875463928888283e-05,,4599.565196841983,6.948499847417409e-07,,0,0,1
Mollusca,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,405676930955.3644,1.1039007140165845e-05,,9184.60668727845,5.523726780420398e-07,,0,0,1
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,790284465.9346219,0.001646853420792,,1147.0832576583095,0.0001457885423209,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,1596484088.142202,0.000912553996426,,1450.068963877236,7.613095863815821e-05,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,3198238305.1719217,0.000466044395901,,1827.9770239256288,3.784163582820515e-05,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,6368819972.300732,4.879894921799269e-05,,2299.7825984209894,3.5018244891810028e-06,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,12713151508.920866,3.562812336791265e-05,,2895.6864471140507,2.428972854165452e-06,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,25468270205.310867,1.4886612749779948e-05,,3650.3424496887937,7.47916932385769e-07,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-166.5,3.0,201.0,1,790284465.9346219,0.0007120352879314,,1147.0832576583095,6.143947615804746e-05,,0,1,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-166.5,3.0,201.0,1,1596484088.142202,0.0002120311325012,,1450.068963877236,1.4223805179486296e-05,,0,1,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-166.5,3.0,201.0,1,3198238305.1719217,0.0003357455592099,,1827.9770239256288,2.651280431714922e-05,,0,1,1
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-166.5,4.0,201.0,1,395398209.4983175,0.000716572826518,,910.6371395896388,4.989634898837353e-05,,0,1,1
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-166.5,4.0,201.0,1,790284465.9346219,0.0003599231191606,,1147.0832576583095,4.566719066928192e-05,,0,1,1
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-166.5,4.0,201.0,1,1596484088.142202,0.000437689414917,,1450.068963877236,4.228950269715082e-05,,0,1,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,2.0,201.0,1,790284465.9346219,0.0012557681363681,,1147.0832576583095,9.375490381220068e-05,,0,0,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,2,1596484088.142202,0.00035018857182685,0.00012638644005037895,1450.068963877236,3.2204783207086105e-05,1.584692202947332e-05,0,0,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,3198238305.1719217,9.701718072888164e-05,,1827.9770239256288,7.455653929826798e-06,,0,0,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,6368819972.300732,8.267119731015385e-05,,2299.7825984209894,6.036959575095316e-06,,0,0,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,2,12713151508.920866,0.00026543862622849213,0.00032524487459431427,2895.6864471140507,1.8509060017653945e-05,2.27918170922278e-05,0,0,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,2,25468270205.310867,0.0002521315697525946,0.00034298666722646254,3650.3424496887937,1.6360863725711825e-05,2.2095787792092026e-05,0,0,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,2.0,201.0,1,50950559778.40595,0.0003991795232675,,4599.565196841983,2.9715517404011985e-05,,0,0,1
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,2.0,201.0,1,101705212071.36678,0.0005056713811898,,5791.372894228102,2.74821255205005e-05,,0,0,1
Detritus,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,790284465.9346219,0.0001991832047662,,1147.0832576583095,1.7277367810086883e-05,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,1596484088.142202,2.593804620808328e-05,,1450.068963877236,1.999934969439146e-06,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,3198238305.1719217,1.590617781196205e-05,,1827.9770239256288,9.319567412283496e-07,,0,1,0
Detritus,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,6368819972.300732,9.589575023924934e-06,,2299.7825984209894,8.624227964421879e-07,,0,1,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,790284465.9346219,0.0003153388651748,,1147.0832576583095,2.807572269139117e-05,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,1596484088.142202,0.0001682837307281,,1450.068963877236,1.4999512270793594e-05,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,3198238305.1719217,5.568822694267873e-05,,1827.9770239256288,4.659783706141749e-06,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,6368819972.300732,6.0065235839054525e-05,,2299.7825984209894,4.31211398221094e-06,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,12713151508.920866,1.0771247308977524e-05,,2895.6864471140507,7.976038653920693e-07,,0,0,0
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,25468270205.310867,1.1357812750042927e-05,,3650.3424496887937,7.367823422646212e-07,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,790284465.9346219,0.0002031270467169,,1147.0832576583095,1.943703878634774e-05,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,1596484088.142202,0.0001051439055712,,1450.068963877236,7.999739877756585e-06,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,3198238305.1719217,9.550949028444676e-05,,1827.9770239256288,7.455653929826798e-06,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,6368819972.300732,2.6365848123315728e-05,,2299.7825984209894,1.724845592884376e-06,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,12713151508.920866,3.1231866881871455e-05,,2895.6864471140507,2.392811596176208e-06,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,25468270205.310867,3.6648624126908194e-05,,3650.3424496887937,2.210347026793864e-06,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,50950559778.40595,8.827865621073908e-06,,4599.565196841983,6.845054271568428e-07,,0,0,0
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,101705212071.36678,1.0541261170074472e-05,,5791.372894228102,6.330586074886364e-07,,0,0,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-159.5,1.0,201.0,1,1596484088.142202,0.0005871669752487,,1450.068963877236,4.3466566341038967e-05,,0,1,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-159.5,1.0,201.0,1,3198238305.1719217,0.0003444828802717,,1827.9770239256288,2.700685114839224e-05,,0,1,0
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-159.5,1.0,201.0,1,6368819972.300732,0.0003296693606072,,2299.7825984209894,2.4991851080765414e-05,,0,1,0
Detritus,1.0,2015,04,South Pacific Ocean,-16.5,-150.5,3.0,201.0,1,790284465.9346219,0.0030925443691197,,1147.0832576583095,0.0002759360780541,,0,1,1
Detritus,1.0,2015,04,South Pacific Ocean,-16.5,-150.5,3.0,201.0,1,1596484088.142202,0.0007492271325285,,1450.068963877236,7.300770982463078e-05,,0,1,1
Detritus,1.0,2015,04,South Pacific Ocean,-16.5,-150.5,3.0,201.0,1,3198238305.1719217,0.0007545121308566,,1827.9770239256288,6.804223974521408e-05,,0,1,1
Detritus,1.0,2015,04,South Pacific Ocean,-16.5,-149.5,1.0,201.0,1,790284465.9346219,0.0058917310396821,,1147.0832576583095,0.0005556263884627,,0,1,0
Detritus,1.0,2015,04,South Pacific Ocean,-16.5,-149.5,1.0,201.0,1,1596484088.142202,0.0018340237035445,,1450.068963877236,0.000171510175461,,0,1,0
Detritus,1.0,2015,04,South Pacific Ocean,-16.5,-149.5,1.0,201.0,1,6368819972.300732,0.0004574241070639,,2299.7825984209894,3.697977369256129e-05,,0,1,0
Crustaceans,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,790284465.9346219,0.0013971973691713,,1147.0832576583095,0.0001355128020725,,0,1,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,1596484088.142202,0.0006449275757995,,1450.068963877236,4.182995074260504e-05,,0,1,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,3198238305.1719217,0.0009109814074136,,1827.9770239256288,7.796994437424737e-05,,0,1,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,6368819972.300732,0.0005534093385107,,2299.7825984209894,3.607627612471137e-05,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,790284465.9346219,0.0037929827829155,,1147.0832576583095,0.0002710256041451,,0,0,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,1596484088.142202,0.0037101668741111,,1450.068963877236,0.0002928096551982,,0,0,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,3198238305.1719217,0.001192446079136,,1827.9770239256288,7.796994437424737e-05,,0,0,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,6368819972.300732,0.0019818183738541,,2299.7825984209894,0.0001443051044988,,0,0,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,12713151508.920866,0.001560771170627,,2895.6864471140507,0.0001000944458033,,0,0,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,25468270205.310867,0.0004461687489642,,3650.3424496887937,3.082057122446656e-05,,0,0,1
Detritus,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,790284465.9346219,0.0069109992971292,,1147.0832576583095,0.0006733785663318,,0,1,1
Detritus,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,1596484088.142202,0.0003603274754436,,1450.068963877236,3.89733366008369e-05,,0,1,1
Detritus,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,6368819972.300732,0.0004373383143642,,2299.7825984209894,3.3612586860664085e-05,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,1596484088.142202,0.0031251550740641,,1450.068963877236,0.0002728133562058,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,3198238305.1719217,0.0018308770895357,,1827.9770239256288,0.0001452905792571,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,6368819972.300732,0.0021743274557353,,2299.7825984209894,0.0001344503474426,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,12713151508.920866,0.0015998771166376,,2895.6864471140507,9.325888409892992e-05,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-6.5,-151.5,2.0,201.0,1,3198238305.1719217,0.0043965363820438,,1827.9770239256288,0.0003270742090964,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-6.5,-151.5,2.0,201.0,1,6368819972.300732,0.0021923234926005,,2299.7825984209894,0.00015133548671,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-6.5,-151.5,2.0,201.0,1,12713151508.920866,0.002689122184709,,2895.6864471140507,0.000174951557503,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-6.5,-151.5,2.0,201.0,1,25468270205.310867,0.0004615968021198,,3650.3424496887937,3.232211475218326e-05,,0,1,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,1,790284465.9346219,0.0020729629703315,,1147.0832576583095,0.0001772677032739,,0,1,0
Crustaceans,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,1,1596484088.142202,0.0019418458484693,,1450.068963877236,0.0001231173229486,,0,1,0
Crustaceans,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,1,6368819972.300732,0.0004081358006809,,2299.7825984209894,3.539421283538531e-05,,0,1,0
Crustaceans,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,1,25468270205.310867,0.0004259562374678,,3650.3424496887937,3.023787305141791e-05,,0,1,0
Detritus,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,1,790284465.9346219,0.0030193915049646,,1147.0832576583095,0.0002706530603594,,0,1,0
Detritus,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,1,1596484088.142202,0.0008470449466683,,1450.068963877236,8.354490505705171e-05,,0,1,0
Detritus,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,1,3198238305.1719217,0.0004019592502897,,1827.9770239256288,3.893138459648847e-05,,0,1,0
Rhizaria,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,2,1596484088.142202,0.00293129156414405,0.0019034517383452528,1450.068963877236,0.00024733466321575,0.00017255852846652253,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,2,3198238305.1719217,0.0013597503068151,0.0014034614901174138,1827.9770239256288,9.596152563769423e-05,8.065279892452365e-05,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,1,6368819972.300732,0.0016109833394753,,2299.7825984209894,0.0001061826385061,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-5.5,-151.5,2.0,201.0,2,12713151508.920866,0.0007842008264897,0.00025003923453571823,2895.6864471140507,4.939349173859856e-05,2.273283072305769e-05,0,1,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-4.5,-151.5,2.0,201.0,1,790284465.9346219,0.0042417430845082,,1147.0832576583095,0.0003401951647242,,0,1,0
Crustaceans,1.0,2015,04,South Pacific Ocean,-4.5,-151.5,2.0,201.0,1,1596484088.142202,0.0028507234282222,,1450.068963877236,0.0002250237631581,,0,1,0
Crustaceans,1.0,2015,04,South Pacific Ocean,-4.5,-151.5,2.0,201.0,1,3198238305.1719217,0.0014835966524209,,1827.9770239256288,0.0001258315392548,,0,1,0
Crustaceans,1.0,2015,04,South Pacific Ocean,-4.5,-151.5,2.0,201.0,1,12713151508.920866,0.0006659100954486,,2895.6864471140507,3.589713186530452e-05,,0,1,0
Rhizaria,1.0,2015,04,South Pacific Ocean,-4.5,-151.5,2.0,201.0,1,790284465.9346219,0.0015075562186673,,1147.0832576583095,0.0001457979277389,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-4.5,-151.5,2.0,201.0,1,3198238305.1719217,0.0008854859870713,,1827.9770239256288,8.388769283656533e-05,,0,1,1
Rhizaria,1.0,2015,04,South Pacific Ocean,-4.5,-151.5,2.0,201.0,1,6368819972.300732,0.0011843061437099,,2299.7825984209894,7.762877335683918e-05,,0,1,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-3.5,-150.5,2.0,201.0,1,790284465.9346219,0.0025584687378859,,1147.0832576583095,0.0002126121384423,,0,0,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-3.5,-150.5,2.0,201.0,1,1596484088.142202,0.0010597543991045,,1450.068963877236,7.87546724055784e-05,,0,0,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-3.5,-150.5,2.0,201.0,1,3198238305.1719217,0.0004181880108192,,1827.9770239256288,3.669916720951779e-05,,0,0,1
Crustaceans,1.0,2015,04,South Pacific Ocean,-3.5,-150.5,2.0,201.0,1,6368819972.300732,0.000409327648024,,2299.7825984209894,3.396101665643384e-05,,0,0,1
